timestamp,mode,trial_id,instruction,group,target_key,policy,goal_source,candidate_count,candidate_selected_index,candidate_selection_reason,candidate_poses,candidate_safety,candidate_path_diagnostics,selected_candidate_path_length_m,route_planner_result,route_planner_path_length_m,route_execution_mode,planner_start_source,planner_start_x,planner_start_y,planner_start_yaw,waypoint_count,waypoints,target_x,target_y,target_yaw,planned_path_length_m,nav_result,duration_sec,trajectory_length_m,spl,final_pose_source,final_x,final_y,final_yaw,amcl_x,amcl_y,amcl_yaw,final_navigation_error_m,physical_arrival,success_radius_m,timeout,stuck,recovery_count,waypoint_status,amcl_odom_disagreement_m,cmd_vel_nav_count,cmd_vel_nav_nonzero_count,cmd_vel_nav_max_linear_x,cmd_vel_nav_max_angular_z,cmd_vel_count,cmd_vel_nonzero_count,cmd_vel_max_linear_x,cmd_vel_max_angular_z,goal_center_state,goal_free_ratio,goal_safe
2026-07-06 12:46:39,mock,3,Go to the black office chair.,near,chair,candidate_observation_pose,candidate_observation_pose:first_safe,4,0,first_static_safe:0,"-0.200,-1.300,2.079;0.450,-1.200,2.666;-0.900,-1.100,0.850;0.200,-0.690,3.142",0:center=free:free=1.0:safe=True;1:center=free:free=1.0:safe=True;2:center=free:free=1.0:safe=True;3:center=free:free=1.0:safe=True,,,,,,,,,,1,"-0.200,-1.300,2.079",-0.2,-1.3,2.079,1.315,mock_not_run,,1.315,,mock,,,,,,,,,0.8,False,False,0,,,,,,,,,,,free,1.0,True
2026-07-06 12:46:39,mock,3,Go to the black office chair.,near,chair,waypoint_sequence,waypoint_sequence,0,-1,,,,,,,,,,,,,1,"0.200,-0.690,3.142",0.2,-0.69,3.142,0.718,mock_not_run,,0.718,,mock,,,,,,,,,0.8,False,False,0,,,,,,,,,,,free,1.0,True
2026-07-06 12:46:39,mock,4,Go to the purple boxes.,long,shelf_package_area,object_center,object_center,0,-1,,,,,,,,,,,,,1,"-6.780,10.960,0.000",-6.78,10.96,0.0,12.888,mock_not_run,,12.888,,mock,,,,,,,,,0.8,False,False,0,,,,,,,,,,,free,1.0,True
2026-07-06 12:46:39,mock,4,Go to the purple boxes.,long,shelf_package_area,observation_pose,observation_pose,0,-1,,,,,,,,,,,,,1,"-6.300,10.800,3.142",-6.3,10.8,3.142,12.503,mock_not_run,,12.503,,mock,,,,,,,,,0.8,False,False,0,,,,,,,,,,,free,1.0,True
2026-07-06 12:46:39,mock,4,Go to the purple boxes.,long,shelf_package_area,candidate_observation_pose,candidate_observation_pose:first_safe,4,0,first_static_safe:0,"-6.300,10.800,2.820;-5.800,10.200,2.482;-6.800,10.200,1.544;-5.600,11.200,-2.941",0:center=free:free=1.0:safe=True;1:center=free:free=1.0:safe=True;2:center=free:free=0.593:safe=False;3:center=free:free=1.0:safe=True,,,,,,,,,,1,"-6.300,10.800,2.820",-6.3,10.8,2.82,12.503,mock_not_run,,12.503,,mock,,,,,,,,,0.8,False,False,0,,,,,,,,,,,free,1.0,True
2026-07-06 12:46:39,mock,4,Go to the purple boxes.,long,shelf_package_area,waypoint_sequence,waypoint_sequence,0,-1,,,,,,,,,,,,,3,"-1.200,3.200,1.950;-3.800,7.200,2.150;-6.300,10.800,3.142",-6.3,10.8,3.142,12.571,mock_not_run,,12.571,,mock,,,,,,,,,0.8,False,False,0,,,,,,,,,,,free,1.0,True
2026-07-06 12:46:39,mock,5,Move to the right shelf with purple boxes.,long,shelf_package_area,object_center,object_center,0,-1,,,,,,,,,,,,,1,"-6.780,10.960,0.000",-6.78,10.96,0.0,12.888,mock_not_run,,12.888,,mock,,,,,,,,,0.8,False,False,0,,,,,,,,,,,free,1.0,True
2026-07-06 12:46:39,mock,5,Move to the right shelf with purple boxes.,long,shelf_package_area,observation_pose,observation_pose,0,-1,,,,,,,,,,,,,1,"-6.300,10.800,3.142",-6.3,10.8,3.142,12.503,mock_not_run,,12.503,,mock,,,,,,,,,0.8,False,False,0,,,,,,,,,,,free,1.0,True
2026-07-06 12:46:39,mock,5,Move to the right shelf with purple boxes.,long,shelf_package_area,candidate_observation_pose,candidate_observation_pose:first_safe,4,0,first_static_safe:0,"-6.300,10.800,2.820;-5.800,10.200,2.482;-6.800,10.200,1.544;-5.600,11.200,-2.941",0:center=free:free=1.0:safe=True;1:center=free:free=1.0:safe=True;2:center=free:free=0.593:safe=False;3:center=free:free=1.0:safe=True,,,,,,,,,,1,"-6.300,10.800,2.820",-6.3,10.8,2.82,12.503,mock_not_run,,12.503,,mock,,,,,,,,,0.8,False,False,0,,,,,,,,,,,free,1.0,True
2026-07-06 12:46:39,mock,5,Move to the right shelf with purple boxes.,long,shelf_package_area,waypoint_sequence,waypoint_sequence,0,-1,,,,,,,,,,,,,3,"-1.200,3.200,1.950;-3.800,7.200,2.150;-6.300,10.800,3.142",-6.3,10.8,3.142,12.571,mock_not_run,,12.571,,mock,,,,,,,,,0.8,False,False,0,,,,,,,,,,,free,1.0,True
2026-07-06 12:46:39,mock,6,Move to the package area.,long,shelf_package_area,object_center,object_center,0,-1,,,,,,,,,,,,,1,"-6.780,10.960,0.000",-6.78,10.96,0.0,12.888,mock_not_run,,12.888,,mock,,,,,,,,,0.8,False,False,0,,,,,,,,,,,free,1.0,True
2026-07-06 12:46:39,mock,6,Move to the package area.,long,shelf_package_area,observation_pose,observation_pose,0,-1,,,,,,,,,,,,,1,"-6.300,10.800,3.142",-6.3,10.8,3.142,12.503,mock_not_run,,12.503,,mock,,,,,,,,,0.8,False,False,0,,,,,,,,,,,free,1.0,True
2026-07-06 12:46:39,mock,6,Move to the package area.,long,shelf_package_area,candidate_observation_pose,candidate_observation_pose:first_safe,4,0,first_static_safe:0,"-6.300,10.800,2.820;-5.800,10.200,2.482;-6.800,10.200,1.544;-5.600,11.200,-2.941",0:center=free:free=1.0:safe=True;1:center=free:free=1.0:safe=True;2:center=free:free=0.593:safe=False;3:center=free:free=1.0:safe=True,,,,,,,,,,1,"-6.300,10.800,2.820",-6.3,10.8,2.82,12.503,mock_not_run,,12.503,,mock,,,,,,,,,0.8,False,False,0,,,,,,,,,,,free,1.0,True
2026-07-06 12:46:39,mock,6,Move to the package area.,long,shelf_package_area,waypoint_sequence,waypoint_sequence,0,-1,,,,,,,,,,,,,3,"-1.200,3.200,1.950;-3.800,7.200,2.150;-6.300,10.800,3.142",-6.3,10.8,3.142,12.571,mock_not_run,,12.571,,mock,,,,,,,,,0.8,False,False,0,,,,,,,,,,,free,1.0,True
